row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
9820480,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,435,87650,CPT/HCPCS,STREP A DNA DIR PROBE,206,"Microscopic examination (e.g., lab, toxicology)",456,"4,809","$12,890.85 ",$29.63 ,$28.92 ,"$5,815.04 ",$13.36 ,$0.00 ,"$7,075.81 ",$16.26 ,$18.16 
9822256,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,43,351,REV,CT Scan/Head,50012,CT scans,46,474,"$32,400.43 ",$753.49 ,$489.70 ,"$32,045.90 ",$745.25 ,$489.70 ,$354.53 ,$8.24 ,$0.00 
9824824,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,188,A7046,CPT/HCPCS,WATR CHAMB HUMDIFIR USED W/POS ARWA,243,DME and supplies,225,"2,147","$3,689.08 ",$19.62 ,$16.11 ,"$2,254.78 ",$11.99 ,$11.71 ,"$1,434.30 ",$7.62 ,$2.62 
9827368,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,16,73720,CPT/HCPCS,MRI LWR EXTREMITY W/O&W/DYE,198,MRI (magnetic resonance imaging),22,176,"$17,053.76 ","$1,065.86 ",$932.29 ,"$10,702.75 ",$668.92 ,$644.39 ,"$6,351.01 ",$396.93 ,$109.87 
9828712,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,216,96376,CPT/HCPCS,TX/PRO/DX INJ SAME DRUG ADON,231,Therapeutic procedures - Other,321,"2,420","$25,283.54 ",$117.05 ,$69.17 ,"$24,300.11 ",$112.50 ,$65.75 ,$983.43 ,$4.55 ,$0.00 
9830872,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,55,29826,CPT/HCPCS,SHO ARTHRS SRG DECOMPRESSION,154,Arthroplasty other than hip or knee,127,658,"$69,969.52 ","$1,272.17 ",$920.41 ,"$66,230.32 ","$1,204.18 ",$576.21 ,"$3,739.20 ",$67.98 ,$0.00 
9832696,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,301,90670,CPT/HCPCS,PCV13 VACCINE IM,228,Prophylactic vaccinations and inoculations,305,"3,389","$53,390.81 ",$177.37 ,$176.61 ,"$52,134.83 ",$173.20 ,$170.03 ,"$1,255.98 ",$4.17 ,$0.00 
9835168,2016,3,Anoka,COMMERCIAL,4,65 - 74 years,F,12,86900,CPT/HCPCS,BLOOD TYPING SEROLOGIC ABO,235,Laboratory - Other,23,136,$497.25 ,$41.43 ,$3.12 ,$497.25 ,$41.43 ,$3.12 ,$0.00 ,$0.00 ,$0.00 
9838576,2016,3,Anoka,COMMERCIAL,5,75 years and older,F,73,90662,CPT/HCPCS,IIV NO PRSV INCREASED AG IM,228,Prophylactic vaccinations and inoculations,75,876,$560.78 ,$7.68 ,$0.00 ,$531.38 ,$7.27 ,$0.00 ,$29.40 ,$0.40 ,$0.00 
9841384,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,138,84460,CPT/HCPCS,ALANINE AMINO (ALT) (SGPT),233,Laboratory - Chemistry and hematology,199,"1,468","$1,485.64 ",$10.76 ,$7.22 ,"$1,485.64 ",$10.76 ,$7.22 ,$0.00 ,$0.00 ,$0.00 
9842752,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,16,S5165,CPT/HCPCS,HOME MODIFICATIONS; PER SERVICE,243,DME and supplies,28,185,"$215,524.75 ","$13,470.29 ","$8,527.50 ","$215,524.75 ","$13,470.29 ","$8,527.50 ",$0.00 ,$0.00 ,$0.00 
10224500,2016,21,Cass,MEDICARE,4,65 - 74 years,F,69,90715,CPT/HCPCS,TDAP VACCINE 7 YRS/> IM,228,Prophylactic vaccinations and inoculations,76,823,$313.94 ,$4.54 ,$0.00 ,$133.96 ,$1.94 ,$0.00 ,$179.98 ,$2.60 ,$0.00 
10227428,2016,21,Cass,MEDICARE,4,65 - 74 years,M,214,99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,374,"2,500","$35,345.57 ",$165.16 ,$111.82 ,"$31,973.42 ",$149.40 ,$109.18 ,"$3,372.15 ",$15.75 ,$0.00 
10229996,2016,21,Cass,MEDICARE,5,75 years and older,F,172,A0427,CPT/HCPCS,AMB SRVC ALS EMERG TRANSPORT LEVL 1,239,"Transportation - Patient, provider, equipment",275,"1,893","$54,002.67 ",$313.96 ,$107.41 ,"$48,587.70 ",$282.48 ,$106.62 ,"$5,414.97 ",$31.48 ,$0.00 
10233572,2016,23,Chippewa,COMMERCIAL,1,18 years and under,F,22,92004,CPT/HCPCS,EYE EXAM NEW PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,23,250,"$2,428.41 ",$110.38 ,$96.90 ,"$1,936.47 ",$88.02 ,$91.53 ,$491.94 ,$22.36 ,$0.00 
10239236,2016,23,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,31,T1018,CPT/HCPCS,SCHOOL-BASD IND ED PROG SERV BUNDLD,237,Ancillary services,"2,394",338,"$61,716.94 ","$1,990.86 ",$463.32 ,"$61,716.94 ","$1,990.86 ",$463.32 ,$0.00 ,$0.00 ,$0.00 
10245188,2016,23,Chippewa,MEDICARE,2,19 - 44 years,F,31,99213,CPT/HCPCS,OFFICE O/P EST LOW 20-29 MIN,300,Office/outpatient services - Office visits,325,372,"$9,263.79 ",$298.83 ,$143.18 ,"$7,218.05 ",$232.84 ,$106.94 ,"$2,045.74 ",$65.99 ,$50.50 
10251068,2016,23,Chippewa,MEDICARE,5,75 years and older,F,77,306,REV,Bact-Micro Tests,50009,Laboratory and pathology services,121,848,"$1,977.59 ",$25.68 ,$0.00 ,"$1,977.53 ",$25.68 ,$0.00 ,$0.06 ,$0.00 ,$0.00 
10253180,2016,23,Chippewa,MEDICARE,5,75 years and older,M,33,74177,CPT/HCPCS,CT ABD & PELV W/CONTRAST,179,CT scan - Abdomen,65,381,"$10,929.62 ",$331.20 ,$89.32 ,"$10,490.70 ",$317.90 ,$89.32 ,$438.92 ,$13.30 ,$0.00 
10255580,2016,25,Chisago,COMMERCIAL,1,18 years and under,F,16,L4361,CPT/HCPCS,WALKING BOOT PNEUMATIC AND/OR VAC,243,DME and supplies,16,192,"$3,569.92 ",$223.12 ,$220.75 ,"$1,197.09 ",$74.81 ,$2.48 ,"$2,372.83 ",$148.30 ,$213.72 
10258820,2016,25,Chisago,COMMERCIAL,2,19 - 44 years,F,102,97112,CPT/HCPCS,NEUROMUSCULAR REEDUCATION,213,Physical/occupational/speech therapy - Exercises,396,"1,186","$23,355.74 ",$228.97 ,$112.71 ,"$17,477.02 ",$171.34 ,$81.00 ,"$5,878.72 ",$57.63 ,$12.60 
10261196,2016,25,Chisago,COMMERCIAL,2,19 - 44 years,M,12,J3490,CPT/HCPCS,UNCLASSIFIED DRUGS,240,"Medications (injections, infusions, other forms)",31,134,"$4,476.93 ",$373.07 ,$26.91 ,"$4,232.08 ",$352.67 ,$21.70 ,$244.85 ,$20.40 ,$0.00 
10264268,2016,25,Chisago,COMMERCIAL,3,45 - 64 years,M,51,270,REV,Med-Sur Supplies,50007,Medical and surgical supplies,59,599,"$4,052.47 ",$79.46 ,$35.70 ,"$3,980.50 ",$78.04 ,$35.65 ,$71.97 ,$1.41 ,$0.00 
10268972,2016,25,Chisago,COMMERCIAL,5,75 years and older,M,16,80061,CPT/HCPCS,LIPID PANEL,235,Laboratory - Other,19,181,$313.59 ,$19.59 ,$13.72 ,$263.09 ,$16.44 ,$0.24 ,$50.50 ,$3.15 ,$0.00 
10272140,2016,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,25,A7015,CPT/HCPCS,AREO MASK USED W/ DME NEB,243,DME and supplies,47,275,$82.21 ,$3.28 ,$1.84 ,$82.21 ,$3.28 ,$1.84 ,$0.00 ,$0.00 ,$0.00 
10274684,2016,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,60,L3908,CPT/HCPCS,WRST-HND ORTHOS CNTRL COCK-UP PRFAB,243,DME and supplies,64,688,"$2,600.18 ",$43.33 ,$29.00 ,"$2,600.18 ",$43.33 ,$29.00 ,$0.00 ,$0.00 ,$0.00 
10278044,2016,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,22,87040,CPT/HCPCS,BLOOD CULTURE FOR BACTERIA,206,"Microscopic examination (e.g., lab, toxicology)",52,239,$740.22 ,$33.64 ,$7.24 ,$740.22 ,$33.64 ,$7.24 ,$0.00 ,$0.00 ,$0.00 
10283372,2016,25,Chisago,MEDICARE,2,19 - 44 years,F,26,258,REV,IV Solutions,50008,Pharmacy and IV services,76,312,"$2,308.95 ",$88.80 ,$0.00 ,"$1,829.03 ",$70.34 ,$0.00 ,$479.92 ,$18.45 ,$0.00 
10286636,2016,25,Chisago,MEDICARE,3,45 - 64 years,F,102,84439,CPT/HCPCS,ASSAY OF FREE THYROXINE,233,Laboratory - Chemistry and hematology,168,"1,205","$1,861.19 ",$18.24 ,$12.27 ,"$1,836.02 ",$18.00 ,$12.27 ,$25.17 ,$0.24 ,$0.00 
10290212,2016,25,Chisago,MEDICARE,4,65 - 74 years,F,267,300,REV,Laboratory (Lab),50009,Laboratory and pathology services,487,"3,073","$9,024.96 ",$33.80 ,$0.00 ,"$9,024.96 ",$33.80 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10292660,2016,25,Chisago,MEDICARE,4,65 - 74 years,F,71,E1390,CPT/HCPCS,O2 CONC 85%/>02 CONC PRSC FLW RATE,243,DME and supplies,560,829,"$65,421.30 ",$921.42 ,"$1,045.44 ","$58,278.71 ",$820.82 ,$755.63 ,"$7,142.59 ",$100.59 ,$19.72 
10295948,2016,25,Chisago,MEDICARE,4,65 - 74 years,M,11,J7050,CPT/HCPCS,INFUS NORMAL SALINE SOLUTION 250 CC,240,"Medications (injections, infusions, other forms)",22,124,$26.52 ,$2.41 ,$1.97 ,$24.39 ,$2.21 ,$1.97 ,$2.13 ,$0.19 ,$0.00 
10298180,2016,25,Chisago,MEDICARE,5,75 years and older,F,34,99219,CPT/HCPCS,INITIAL OBSERVATION CARE,301,Observation care services,40,401,"$3,954.98 ",$116.32 ,$132.27 ,"$3,525.33 ",$103.68 ,$121.80 ,$429.65 ,$12.63 ,$0.00 
10300964,2016,25,Chisago,MEDICARE,5,75 years and older,M,70,99310,CPT/HCPCS,NURSING FAC CARE SUBSEQ,236,"Non-hospital-based care (home health, hospice)",130,763,"$14,359.21 ",$205.13 ,$132.71 ,"$13,023.19 ",$186.04 ,$129.82 ,"$1,336.02 ",$19.08 ,$0.00 
10304324,2016,27,Clay,COMMERCIAL,2,19 - 44 years,F,46,58301,CPT/HCPCS,REMOVE INTRAUTERINE DEVICE,131,Female organ procedures - Therapeutic (other),46,461,"$7,115.71 ",$154.68 ,$156.07 ,"$6,353.46 ",$138.11 ,$156.07 ,$762.25 ,$16.57 ,$0.00 
10306508,2016,27,Clay,COMMERCIAL,2,19 - 44 years,M,18,84550,CPT/HCPCS,ASSAY OF BLOOD/URIC ACID,233,Laboratory - Chemistry and hematology,22,204,$538.24 ,$29.90 ,$28.94 ,$257.34 ,$14.29 ,$2.53 ,$280.90 ,$15.60 ,$9.26 
10309148,2016,27,Clay,COMMERCIAL,3,45 - 64 years,F,14,J7325,CPT/HCPCS,HYALURONAN/DERIV SYNVISC INJ 1 MG,240,"Medications (injections, infusions, other forms)",14,143,"$16,219.84 ","$1,158.56 ","$1,147.20 ","$10,561.29 ",$754.37 ,$977.52 ,"$5,658.55 ",$404.18 ,$0.00 
10313156,2016,27,Clay,COMMERCIAL,5,75 years and older,M,21,80061,CPT/HCPCS,LIPID PANEL,235,Laboratory - Other,28,252,$221.85 ,$10.56 ,$0.00 ,$188.98 ,$8.99 ,$0.00 ,$32.87 ,$1.56 ,$0.00 
10316396,2016,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,13,J1170,CPT/HCPCS,INJECTION HYDROMORPHONE UP TO 4 MG,240,"Medications (injections, infusions, other forms)",16,138,$26.86 ,$2.06 ,$1.44 ,$26.86 ,$2.06 ,$1.44 ,$0.00 ,$0.00 ,$0.00 
10318412,2016,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,96,A0427,CPT/HCPCS,AMB SRVC ALS EMERG TRANSPORT LEVL 1,239,"Transportation - Patient, provider, equipment",133,"1,015","$50,901.82 ",$530.22 ,$443.02 ,"$50,881.17 ",$530.01 ,$443.02 ,$20.65 ,$0.21 ,$0.00 
10321316,2016,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,145,710,REV,Recovery Room,50006,Operating room services,183,"1,617","$61,627.02 ",$425.01 ,$257.52 ,"$61,418.54 ",$423.57 ,$257.52 ,$208.48 ,$1.43 ,$0.00 
10324652,2016,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,88311,CPT/HCPCS,DECALCIFY TISSUE,234,Pathology,21,172,$223.60 ,$14.90 ,$13.49 ,$223.60 ,$14.90 ,$13.49 ,$0.00 ,$0.00 ,$0.00 
10328276,2016,27,Clay,MEDICARE,2,19 - 44 years,F,16,87070,CPT/HCPCS,CULTURE OTHR SPECIMN AEROBIC,206,"Microscopic examination (e.g., lab, toxicology)",25,186,"$1,020.35 ",$63.77 ,$0.00 ,$812.91 ,$50.80 ,$0.00 ,$207.44 ,$12.96 ,$0.00 
10331660,2016,27,Clay,MEDICARE,3,45 - 64 years,F,31,G0299,CPT/HCPCS,DIR SNS RN HH/HOSPICE SET EA 15 MIN,236,"Non-hospital-based care (home health, hospice)",416,363,"$9,863.29 ",$318.17 ,$0.00 ,"$9,863.29 ",$318.17 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10335164,2016,27,Clay,MEDICARE,4,65 - 74 years,F,104,73502,CPT/HCPCS,X-RAY EXAM HIP UNI 2-3 VIEWS,226,Radiology - Diagnostic (other),245,"1,228","$11,029.46 ",$106.05 ,$60.16 ,"$8,580.66 ",$82.50 ,$40.95 ,"$2,448.80 ",$23.54 ,$6.09 
10338476,2016,27,Clay,MEDICARE,4,65 - 74 years,M,11,93454,CPT/HCPCS,CORONARY ARTERY ANGIO S&I,47,Cardiac catheterization/arteriography - Diagnostic,22,132,"$8,843.97 ",$803.99 ,$245.27 ,"$8,092.26 ",$735.66 ,$195.42 ,$751.71 ,$68.33 ,$47.50 
10340996,2016,27,Clay,MEDICARE,5,75 years and older,F,11,87804,CPT/HCPCS,INFLUENZA ASSAY W/OPTIC,206,"Microscopic examination (e.g., lab, toxicology)",24,123,$479.49 ,$43.59 ,$32.00 ,$418.20 ,$38.01 ,$32.00 ,$61.29 ,$5.57 ,$0.00 
10342556,2016,27,Clay,MEDICARE,5,75 years and older,M,93,11721,CPT/HCPCS,DEBRIDE NAIL 6 OR MORE,174,"Skin, breast procedures - Therapeutic (other)",403,"1,105","$10,883.20 ",$117.02 ,$79.82 ,"$8,802.94 ",$94.65 ,$63.27 ,"$2,080.26 ",$22.36 ,$14.88 
10346060,2016,29,Clearwater,COMMERCIAL,2,19 - 44 years,F,17,G0202,CPT/HCPCS,SCR MAMM BILAT INCL CAD WHEN PERF,182,Mammography,33,170,"$4,215.66 ",$247.98 ,$235.62 ,"$3,900.25 ",$229.42 ,$233.79 ,$315.41 ,$18.55 ,$0.00 
10352492,2016,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,59,710,REV,Recovery Room,50006,Operating room services,71,649,"$7,548.88 ",$127.94 ,$0.00 ,"$7,529.67 ",$127.62 ,$0.00 ,$19.21 ,$0.32 ,$0.00 
10359116,2016,29,Clearwater,MEDICARE,3,45 - 64 years,M,12,99239,CPT/HCPCS,HOSPITAL DISCHARGE DAY,302,Hospital inpatient services,27,119,"$2,206.07 ",$183.83 ,$157.68 ,"$1,934.14 ",$161.17 ,$136.50 ,$271.93 ,$22.66 ,$0.00 
10362884,2016,29,Clearwater,MEDICARE,5,75 years and older,F,36,86140,CPT/HCPCS,C-REACTIVE PROTEIN,235,Laboratory - Other,83,432,$555.48 ,$15.43 ,$0.00 ,$448.20 ,$12.45 ,$0.00 ,$107.28 ,$2.98 ,$0.00 
10367636,2016,31,Cook,COMMERCIAL,3,45 - 64 years,M,72,99396,CPT/HCPCS,PREV VISIT EST AGE 40-64,310,Office/outpatient services - Preventive visits,74,716,"$18,904.44 ",$262.56 ,$259.20 ,"$18,904.44 ",$262.56 ,$259.20 ,$0.00 ,$0.00 ,$0.00 
10341875,2016,27,Clay,MEDICARE,5,75 years and older,F,34,J0178,CPT/HCPCS,INJECTION AFLIBERCEPT 1 MG,240,"Medications (injections, infusions, other forms)",147,399,"$218,618.82 ","$6,429.96 ","$5,788.82 ","$188,669.10 ","$5,549.09 ","$4,612.23 ","$29,949.72 ",$880.87 ,$392.20 
10344467,2016,27,Clay,MEDICARE,5,75 years and older,M,17,J0280,CPT/HCPCS,INJECTION AMINOPHYLLIN UP TO 250 MG,240,"Medications (injections, infusions, other forms)",21,204,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10350539,2016,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,21,76817,CPT/HCPCS,TRANSVAGINAL US OBSTETRIC,197,Ultrasound - Diagnostic (other),44,239,"$3,418.25 ",$162.77 ,$183.39 ,"$3,407.41 ",$162.25 ,$183.39 ,$10.84 ,$0.51 ,$0.00 
10355939,2016,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,14,A0425,CPT/HCPCS,GROUND MILEAGE PER STATUTE MILE,239,"Transportation - Patient, provider, equipment",35,150,"$1,043.90 ",$74.56 ,$12.72 ,"$1,043.90 ",$74.56 ,$12.72 ,$0.00 ,$0.00 ,$0.00 
10360379,2016,29,Clearwater,MEDICARE,4,65 - 74 years,F,20,A0427,CPT/HCPCS,AMB SRVC ALS EMERG TRANSPORT LEVL 1,239,"Transportation - Patient, provider, equipment",26,231,"$6,505.22 ",$325.26 ,$115.27 ,"$5,921.87 ",$296.09 ,$111.74 ,$583.35 ,$29.16 ,$0.00 
10363355,2016,29,Clearwater,MEDICARE,5,75 years and older,F,15,G0151,CPT/HCPCS,SRVC PT HOM HLTH/HOSPICE EA 15 MIN,236,"Non-hospital-based care (home health, hospice)",66,169,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10370219,2016,31,Cook,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,12,90834,CPT/HCPCS,PSYTX W PT 45 MINUTES,218,"Psychological and psychiatric evaluation, therapy",43,117,"$3,822.72 ",$318.56 ,$210.74 ,"$3,810.92 ",$317.57 ,$209.27 ,$11.80 ,$0.98 ,$0.00 
10375043,2016,31,Cook,MEDICARE,4,65 - 74 years,M,33,258,REV,IV Solutions,50008,Pharmacy and IV services,118,381,"$18,497.21 ",$560.52 ,$0.00 ,"$13,111.40 ",$397.31 ,$0.00 ,"$5,385.81 ",$163.20 ,$0.00 
10382555,2016,33,Cottonwood,COMMERCIAL,3,45 - 64 years,M,20,90715,CPT/HCPCS,TDAP VACCINE 7 YRS/> IM,228,Prophylactic vaccinations and inoculations,21,233,"$1,101.46 ",$55.07 ,$39.59 ,$996.81 ,$49.84 ,$39.59 ,$104.65 ,$5.23 ,$0.00 
10385795,2016,33,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,A0080,CPT/HCPCS,NONEMERG TRNSPRT VOLUN NOT VESTED,239,"Transportation - Patient, provider, equipment",296,178,"$12,760.93 ",$750.64 ,$392.80 ,"$12,760.93 ",$750.64 ,$392.80 ,$0.00 ,$0.00 ,$0.00 
10393355,2016,33,Cottonwood,MEDICARE,4,65 - 74 years,F,24,66984,CPT/HCPCS,XCAPSL CTRC RMVL W/O ECP,15,Eye procedures - Lens and cataract,175,288,"$64,969.82 ","$2,707.07 ","$2,760.62 ","$59,900.51 ","$2,495.85 ","$2,217.36 ","$5,069.31 ",$211.22 ,$104.44 
10396883,2016,33,Cottonwood,MEDICARE,5,75 years and older,F,20,80162,CPT/HCPCS,ASSAY OF DIGOXIN TOTAL,235,Laboratory - Other,35,230,$631.85 ,$31.59 ,$17.73 ,$631.85 ,$31.59 ,$17.73 ,$0.00 ,$0.00 ,$0.00 
10398827,2016,33,Cottonwood,MEDICARE,5,75 years and older,M,22,84450,CPT/HCPCS,TRANSFERASE (AST) (SGOT),233,Laboratory - Chemistry and hematology,50,246,$105.26 ,$4.78 ,$3.81 ,$105.26 ,$4.78 ,$3.81 ,$0.00 ,$0.00 ,$0.00 
10401683,2016,35,Crow Wing,COMMERCIAL,1,18 years and under,M,11,95004,CPT/HCPCS,PERCUT ALLERGY SKIN TESTS,173,Skin and subcutaneous tissue - Diagnostic (other),12,122,"$2,574.62 ",$234.05 ,$224.00 ,$930.84 ,$84.62 ,$2.98 ,"$1,643.78 ",$149.43 ,$149.24 
10403315,2016,35,Crow Wing,COMMERCIAL,2,19 - 44 years,F,32,92002,CPT/HCPCS,EYE EXAM NEW PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,32,362,"$2,975.87 ",$92.99 ,$100.53 ,"$2,098.50 ",$65.57 ,$76.50 ,$877.37 ,$27.41 ,$0.00 
10406531,2016,35,Crow Wing,COMMERCIAL,3,45 - 64 years,F,114,73564,CPT/HCPCS,X-RAY EXAM KNEE 4 OR MORE,226,Radiology - Diagnostic (other),191,"1,254","$31,011.12 ",$272.02 ,$133.46 ,"$17,223.01 ",$151.07 ,$39.56 ,"$13,788.11 ",$120.94 ,$28.82 
10409027,2016,35,Crow Wing,COMMERCIAL,3,45 - 64 years,M,15,76870,CPT/HCPCS,US EXAM SCROTUM,197,Ultrasound - Diagnostic (other),28,149,"$6,476.79 ",$431.78 ,$151.53 ,"$3,548.22 ",$236.54 ,$106.00 ,"$2,928.57 ",$195.23 ,$67.22 
10414211,2016,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,26,82962,CPT/HCPCS,GLUCOSE BLOOD TEST,233,Laboratory - Chemistry and hematology,28,281,$205.22 ,$7.89 ,$7.26 ,$205.22 ,$7.89 ,$7.26 ,$0.00 ,$0.00 ,$0.00 
10416347,2016,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,18,99233,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,63,204,"$5,207.14 ",$289.28 ,$205.07 ,"$5,207.14 ",$289.28 ,$205.07 ,$0.00 ,$0.00 ,$0.00 
10419083,2016,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,106,J0690,CPT/HCPCS,INJECTION CEFAZOLIN SODIUM 500 MG,240,"Medications (injections, infusions, other forms)",123,"1,139","$1,711.14 ",$16.14 ,$6.34 ,"$1,699.54 ",$16.03 ,$6.02 ,$11.60 ,$0.10 ,$0.00 
10422779,2016,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,175,82607,CPT/HCPCS,VITAMIN B-12,233,Laboratory - Chemistry and hematology,195,"1,958","$4,704.15 ",$26.88 ,$15.05 ,"$4,704.15 ",$26.88 ,$15.05 ,$0.00 ,$0.00 ,$0.00 
10425491,2016,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,16,87081,CPT/HCPCS,CULTURE SCREEN ONLY,206,"Microscopic examination (e.g., lab, toxicology)",17,172,$390.97 ,$24.43 ,$29.70 ,$388.02 ,$24.25 ,$28.22 ,$2.95 ,$0.18 ,$0.00 
10430795,2016,35,Crow Wing,MEDICARE,2,19 - 44 years,M,12,72100,CPT/HCPCS,X-RAY EXAM L-S SPINE 2/3 VWS,226,Radiology - Diagnostic (other),38,144,$931.15 ,$77.59 ,$11.19 ,$737.62 ,$61.46 ,$4.24 ,$193.53 ,$16.12 ,$2.23 
10433867,2016,35,Crow Wing,MEDICARE,3,45 - 64 years,F,37,G8986,CPT/HCPCS,CAR MOV HNLG OBJ F LIM D/C STS D/C,999,HCPCS Level II codes not classified,50,444,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10436747,2016,35,Crow Wing,MEDICARE,3,45 - 64 years,M,17,V2781,CPT/HCPCS,PROGRESSIVE LENS PER LENS,241,Visual aids and other optical supplies,26,187,$174.00 ,$10.23 ,$0.00 ,$174.00 ,$10.23 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10438787,2016,35,Crow Wing,MEDICARE,4,65 - 74 years,F,15,90714,CPT/HCPCS,TD VACC NO PRESV 7 YRS+ IM,228,Prophylactic vaccinations and inoculations,18,180,$83.79 ,$5.58 ,$0.00 ,$70.13 ,$4.67 ,$0.00 ,$13.66 ,$0.91 ,$0.00 
10441811,2016,35,Crow Wing,MEDICARE,4,65 - 74 years,M,73,82040,CPT/HCPCS,ASSAY OF SERUM ALBUMIN,233,Laboratory - Chemistry and hematology,287,849,"$255,850.85 ","$3,504.80 ",$4.30 ,"$202,607.56 ","$2,775.44 ",$4.30 ,"$53,243.29 ",$729.36 ,$0.00 
10443323,2016,35,Crow Wing,MEDICARE,4,65 - 74 years,M,28,J2469,CPT/HCPCS,INJECTION PALONOSETRON HCL 25 MCG,240,"Medications (injections, infusions, other forms)",184,306,"$8,611.11 ",$307.53 ,$108.49 ,"$8,130.84 ",$290.38 ,$108.49 ,$480.27 ,$17.15 ,$0.00 
10445939,2016,35,Crow Wing,MEDICARE,5,75 years and older,F,19,97010,CPT/HCPCS,HOT OR COLD PACKS THERAPY,213,Physical/occupational/speech therapy - Exercises,96,228,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10448339,2016,35,Crow Wing,MEDICARE,5,75 years and older,M,16,73523,CPT/HCPCS,X-RAY EXAM HIPS BI 5/> VIEWS,226,Radiology - Diagnostic (other),23,192,"$2,382.67 ",$148.91 ,$60.93 ,"$1,833.01 ",$114.56 ,$49.67 ,$549.66 ,$34.35 ,$1.61 
10450595,2016,37,Dakota,COMMERCIAL,1,18 years and under,F,101,636,REV,Drugs/Detail Code,50008,Pharmacy and IV services,120,855,"$30,423.10 ",$301.21 ,$59.75 ,"$29,608.08 ",$293.14 ,$57.70 ,$815.02 ,$8.06 ,$0.00 
10452491,2016,37,Dakota,COMMERCIAL,1,18 years and under,F,38,99354,CPT/HCPCS,PROLNG SVC O/P 1ST HOUR,218,"Psychological and psychiatric evaluation, therapy",44,436,"$8,873.05 ",$233.50 ,$195.71 ,"$6,834.82 ",$179.86 ,$163.73 ,"$2,038.23 ",$53.63 ,$0.00 
10455035,2016,37,Dakota,COMMERCIAL,1,18 years and under,M,16,87899,CPT/HCPCS,AGENT NOS ASSAY W/OPTIC,206,"Microscopic examination (e.g., lab, toxicology)",17,188,$588.60 ,$36.78 ,$35.93 ,$471.23 ,$29.45 ,$28.35 ,$117.37 ,$7.33 ,$0.00 
